,score,abun_abs_mean,abun_abs_CV,abun_rel_mean,abun_rel_CV,r_spearman,p_spearman
Otu000173,1.0,9202.636542811331,1.868850762432822,0.0013941556993084534,1.5475721762550336,0.5872768410769332,5.908331357859501e-17
Otu000682,0.9133333333333333,1400.1668000913508,4.290562063248163,0.00035185834315875513,1.6144262374198097,-0.3256690338680206,1.649878426295261e-05
Otu000242,0.8333333333333334,5151.362021063567,3.267847453585119,0.0008471155582464456,2.12943279390715,0.07001634938069762,0.3671379209577502
Otu000001,0.7566666666666667,388884.7959427863,0.7100404185616506,0.09974055426319539,0.6241930509538615,-0.6446793648543995,4.1168432595368414e-21
Otu000216,0.7166666666666667,8549.311585777623,3.381402163129582,0.0018562187310792702,2.870123791565899,-0.07267375646003008,0.3491880373718065
Otu000535,0.69,539.5009265880095,3.198873939191048,0.00027883113986164245,0.8385902056037036,-0.3779313730948923,4.4050388813818017e-07
Otu000088,0.66,4796.152364736093,1.417696265356533,0.0019292459343763797,1.59927358636194,-0.52948203339728,1.5921620455745332e-13
Otu000060,0.6433333333333333,27431.752890876145,1.4309586361072457,0.004102801057964969,1.0186804304144998,0.6283299841567922,7.706592264844311e-20
Otu000154,0.64,4420.233667803365,1.4238080224306024,0.0015853541952136165,2.3445829465701813,-0.29077095175667267,0.00013149908100150388
Otu000778,0.5733333333333334,1003.4286514424863,3.13922635196348,0.0002960921151864165,0.8305921739488873,-0.16159565906226436,0.036379949292009356
Otu000313,0.57,2917.1756748536795,2.1929461669157675,0.0005324347004025238,1.2795865273456595,0.06822196688617695,0.37957475084210335
Otu000074,0.5633333333333334,13440.587905288765,0.7953633320437272,0.0036978320214991656,0.8469074068387389,-0.38760686572754743,2.0936401911581996e-07
Otu000938,0.5566666666666666,544.9504888349373,3.4832711809763515,0.0003239752291725839,1.2074851000782385,-0.5271384534396972,2.126465291284339e-13
Otu000917,0.55,1159.503972986574,3.3544987757621216,0.00032928629850328424,1.220283808987477,-0.2052075055299376,0.007621484470322813
Otu001087,0.52,759.6846635477413,2.2715931822999167,0.0003292862985032831,1.4582874046951133,-0.4095114926529022,3.549808961196922e-08
Otu000221,0.49,1843.807131357482,4.7831823419439035,0.0005682844183847395,3.092167401560516,-0.44879303101320606,1.05225511178995e-09
Otu000330,0.48333333333333334,4921.661921537048,2.5261785522614124,0.0008179046769275982,1.872144234888319,0.062259251572931926,0.42271182933422546
Otu000168,0.48,2837.1669641412527,1.7026525423024956,0.0005457123737292725,1.1009665751169833,0.1932921983589879,0.01206051584114372
Otu000268,0.4533333333333333,497.2312758370243,2.995381531494236,0.0002735200705309437,0.6953471621774179,-0.46933099144061846,1.3878232568495335e-10
Otu001180,0.44333333333333336,967.8091022752616,4.035724325238482,0.0003133530905111857,1.426365162883345,-0.3619211281578855,1.4324174759366846e-06
Otu000257,0.43666666666666665,1319.041264416897,2.556291026221107,0.0003823969918102751,1.1773463287882935,-0.33561532893637924,8.696696220525553e-06
Otu000547,0.43333333333333335,651.8966774420295,2.2292849205853775,0.00033725290249933364,0.9011176533749352,-0.4280070459250561,7.160976396335212e-09
Otu000441,0.4266666666666667,609.9342036791109,3.524202049480266,0.0006267061810224297,3.5099488413278648,-0.5642535723143739,1.6530635423863613e-15
Otu000142,0.42333333333333334,1181.8713855597334,2.5705569654597302,0.0005510234430599692,2.278802887020797,-0.47269957127165796,9.82607992242469e-11
Otu000137,0.42333333333333334,2955.2923274004706,2.053428680096322,0.00167298683917015,2.496272670504842,-0.599126345786871,9.57428651631012e-18
Otu000253,0.3933333333333333,5525.675356170801,1.749499120180592,0.0011764018567497916,1.577693467275759,-0.1052333203415654,0.17460058945295315
Otu000275,0.39,6795.835762138847,3.5962821236932054,0.0014353164866213674,2.9355369741088886,-0.36977439879328416,8.096712766008941e-07
Otu000644,0.39,1005.1962968662034,3.6664293281947793,0.00033725290249933207,1.2682156100240722,-0.31862057794807686,2.5628514773586072e-05
Otu001038,0.39,778.1046447704553,2.5386525333300862,0.0003253029965052618,1.1252536477267434,-0.39048698882876687,1.6700059142710225e-07
Otu001552,0.38666666666666666,852.5439641609039,4.349594968996364,0.0003213196945072354,1.34986273026573,-0.47581759557807474,7.114072598106538e-11
Otu000977,0.38333333333333336,282.0323586034012,3.1459095529962458,0.0003027309518497874,0.9516658492348544,-0.5434220316762924,2.71705918971286e-14
Otu000587,0.38,544.1218678433345,4.0528609764593195,0.00029210881318838974,1.1395784683232562,-0.4388416742170773,2.678259711889307e-09
Otu000335,0.37666666666666665,6536.7207534389245,2.369310297695205,0.0010316752174882402,1.7585696572831235,0.35006656172017764,3.2945888754805207e-06
Otu000568,0.37333333333333335,913.0927474878639,2.269936987190989,0.00038239699181027374,1.8525350813266528,-0.4477072904065074,1.1668791583871974e-09
Otu000905,0.36666666666666664,1050.439821565332,2.2146515980747843,0.0003239752291725876,0.9702439730365727,-0.3364226745157192,8.248114314644076e-06
