,score,abun_abs_mean,abun_abs_CV,abun_rel_mean,abun_rel_CV
Otu000060,1.0,25684.04822338961,1.454461103687403,0.003742747098839531,1.052154011488755
Otu000173,1.0,8669.419741790718,1.8835721210118694,0.0012204881952781095,1.6304734468607247
Otu000001,0.9633333333333334,369375.3893837137,0.7287593487717613,0.09485294117647064,0.638429754462345
Otu000119,0.96,11843.959374344733,2.1634957903090024,0.001598139255702281,1.8807543976240417
Otu000059,0.9566666666666667,18565.54042278274,0.7912952353020907,0.004970738295318121,0.9224060863114777
Otu000176,0.9233333333333333,7582.1794302492235,1.4540659023133016,0.0014768407362945161,1.0959744806553784
Otu000149,0.88,5059.495398242049,1.6974657419288697,0.0014218187274909952,1.533150461851322
Otu000203,0.84,6497.374080574607,2.1704750312300214,0.0011317026810724285,2.0312922660186814
Otu000047,0.83,19404.490287201374,2.128603507942962,0.00398409363745498,1.9639762149105713
Otu000137,0.8166666666666667,3052.0745572256396,1.8636094420617106,0.001505602240896357,2.587881439943059
Otu000160,0.8066666666666666,19109.629841196485,3.1016746438008833,0.002243397358943575,2.815979635021095
Otu000255,0.8,6122.341451426817,4.947271791392674,0.0010966886754701878,4.734552054116003
Otu000088,0.7966666666666666,4616.289407465236,1.293974018344444,0.001724439775910363,1.578548888556956
Otu000005,0.78,132973.2870961775,1.8198036518845015,0.020486944777911142,1.6021007700627874
Otu000216,0.7466666666666667,7851.687244146659,3.3985016656817653,0.0016494097639055607,2.9079293614309814
