,score,abun_abs_mean,abun_abs_CV,abun_rel_mean,abun_rel_CV,r_spearman,p_spearman
Otu000060,0.6533333333333333,26355.897534429296,1.5007284203479467,0.0038284258725778198,1.0852500343073537,0.6944165350336899,1.664681734200282e-25
Otu000075,0.5033333333333333,18236.076496638827,1.2948917775254059,0.006315007429420476,1.5543216705685632,-0.41695615468433783,1.885378646028211e-08
Otu000053,0.47,27862.52994435237,1.4603924786416518,0.004683820036186798,0.981393988981367,0.37186859471092576,6.936269063471974e-07
Otu000017,0.45666666666666667,46181.68751220143,1.1745922345137303,0.015009198330149269,1.172509892522161,-0.5915230626009463,3.104283478912061e-17
Otu001152,0.44333333333333336,107.63843200437675,3.82824863400625,5.685780998877439e-05,3.7550267927458547,-0.3360614076586755,8.446064697945266e-06
Otu000113,0.43333333333333335,5888.695140336443,2.53296964601679,0.000742942050520042,2.4302062630058767,0.6177527976316305,4.683936542535685e-19
Otu000074,0.43,12612.177451075493,0.8023662741436223,0.003443056271542753,0.8785763276396932,-0.47886834438424114,5.1702099198504984e-11
Otu000108,0.4266666666666667,16074.992429445783,2.3349426069012322,0.002089840393809803,2.019788253176161,0.6880208112161386,6.848318337998232e-25
Otu000597,0.4266666666666667,2065.7013519068823,2.2978852246315804,0.00031334970838258933,2.057056859654318,0.46782382309994697,1.6177074011868278e-10
Otu000137,0.42333333333333334,3084.664827706936,1.8468755975898272,0.0014896746217060075,2.59108284586931,-0.420417458484859,1.397456857427235e-08
Otu000027,0.42333333333333334,24746.384748353397,1.2248704980225873,0.00886729134447239,1.1463415974496645,-0.7423943176107056,1.1040101711639775e-30
Otu000173,0.42,8892.157986234219,1.9533072960106377,0.0012698244230827226,1.7292538882444777,0.5506817134108608,1.047010409493167e-14
Otu000392,0.42,4464.9725461331645,2.231504982880971,0.0006494425407607102,2.0735664232435425,0.5349853362796975,7.999200237083896e-14
Otu000087,0.42,1975.3645820795552,2.0459385627187037,0.0008617116980521579,2.2244049086689346,-0.4235126231649034,1.0660738164107096e-08
Otu000103,0.4166666666666667,10533.594120478914,1.9463570296960884,0.003395043009774476,1.6181936091520872,-0.5620704557489749,2.237252567143754e-15
Otu000001,0.4166666666666667,371601.0899388096,0.7204901829146938,0.09523935874498368,0.6310854005424724,-0.39934298069152263,8.220409260134817e-08
Otu000377,0.41333333333333333,9391.765101591009,3.677748705085219,0.0012508718197531475,3.2816274471822866,0.542871458027245,2.918118716774788e-14
Otu000168,0.4066666666666667,2483.6669590952274,1.4754713194523774,0.0003841060941463939,1.329060087645619,0.5780221244670577,2.3265258652068684e-16
Otu000067,0.4066666666666667,14963.431544896182,1.432092377714615,0.004500611537334072,1.377727162383401,-0.5050163145168656,2.935207063162437e-12
Otu000090,0.4033333333333333,11862.401716553708,0.9976579763517552,0.0027910867170047433,0.8949888138158443,-0.25546960457480067,0.0008312381140837189
Otu000335,0.4,6250.99941704193,2.165661493731309,0.0009274140562613999,1.7486106592046828,0.40962920623301075,3.5148892058793925e-08
Otu000355,0.3933333333333333,5657.745637715934,2.54556623126645,0.0007555771194064362,2.3885193740311172,0.5614876958655132,2.424570985467747e-15
Otu000160,0.3933333333333333,18969.044325478102,3.1102951777663512,0.0022364071928920046,2.8227385392172635,0.5658049703864767,1.331390700075183e-15
